index,L1,L2,L3,L4,L5,L6,L7,L8,R1,R2,R3,R4,R5,R6,R7,R8,time_margin
0,,,,,,,,,,,,,,,,-48,0
1,,,,,,,,,,,,,,,,-51,0
2,,,,,,,,,,,,,,,,-48,0
3,,,,,,,,,,,,,,,,-51,0
4,,,,,,,,,,,,,,,,-48,0
5,,,,,,,,,,,,,,,,-51,0
6,,,,,,,,,,,,,,,,-48,0
7,,,,,,,,,,,,,,,,-56,2
